User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1002496,Ozma Farooq,P00114042,F,51-55,52,0,Multan,Central,IT Sector,Stationery,4,21423.0,,
1001442,Asad Farooq,P00145042,M,18-25,18,1,Multan,Central,Construction,Stationery,2,21401.0,,
1000379,Mohsin Raza,P00121642,M,36-45,39,0,Quetta,Western,Healthcare,Stationery,3,21397.0,,
1003916,Osama Tariq,P00003242,M,26-35,34,1,Multan,Central,Agriculture,Stationery,4,21388.0,,
1001687,Momina Iqbal,P00265242,F,26-35,33,0,Quetta,Western,Govt,Stationery,4,21325.0,,
1000423,Zain Abbas,P00046742,M,18-25,21,0,Multan,Central,Automobile,Stationery,2,21320.0,,
1002395,Laiba Malik,P00220342,F,36-45,38,1,Multan,Central,Aviation,Stationery,2,21317.0,,
1004728,Quratulain Fatima,P00037042,F,26-35,28,0,Multan,Central,IT Sector,Stationery,4,21293.0,,
1005054,Pariha Chaudhry,P0096542,F,36-45,37,0,Multan,Central,Hospitality,Stationery,1,21266.0,,
1004489,Nadeem Sarwar,P00216742,M,18-25,20,0,Multan,Central,Construction,Stationery,1,21259.0,,
1001865,Ghulam Rasool,P00213742,M,18-25,23,1,Sukkur,Southern,Media,Stationery,2,21246.0,,
1003022,Zoha Naz,P00130742,F,26-35,34,0,Multan,Central,Banking,Stationery,4,21218.0,,
1001657,Ali Raza,P00248442,M,46-50,49,0,Hyderabad,Southern,Govt,Stationery,2,21178.0,,
1003751,Sabir Hussain,P00129542,M,36-45,38,1,Karachi,Southern,Media,Stationery,1,21178.0,,
1000179,Nadia Aslam,P00261642,F,26-35,30,0,Multan,Central,Aviation,Stationery,4,21152.0,,
1000438,Zara Noor,P00182542,F,18-25,25,0,Bahawalpur,Central,IT Sector,Tupperware,2,21079.0,,
1003618,Saad Bin Zafar,P00248942,M,18-25,19,1,Quetta,Western,Media,Tupperware,1,21058.0,,
1003415,Saad Bin Zafar,P00152742,M,36-45,42,0,Multan,Central,Hospitality,Stationery,1,21039.0,,
1002485,Hafsa Iqbal,P00302342,F,36-45,38,1,Gwadar,Western,Media,Tupperware,3,21013.0,,
1001495,Zara Noor,P00064042,F,18-25,21,1,Multan,Central,IT Sector,Stationery,4,21009.0,,
1004607,Aftab Alam,P00173342,M,26-35,35,0,Multan,Central,Govt,Stationery,4,20981.0,,
1005316,Mariam Iqbal,P00278642,F,18-25,24,1,Sukkur,Southern,Govt,Tupperware,4,20967.0,,
1000461,Babar Azam,P00142942,M,51-55,52,1,Islamabad,Northern,Healthcare,Stationery,2,20965.0,,
1000154,Tania Sherafgan,P00306042,F,51-55,53,1,Karachi,Southern,Textile,Footwear & Shoes,4,20965.0,,
1000749,Oneela Sarwar,P00114342,F,36-45,37,1,Faisalabad,Central,Lawyer,Footwear & Shoes,2,20963.0,,
1006040,Oneela Sarwar,P00271242,F,26-35,28,1,Multan,Central,IT Sector,Footwear & Shoes,1,20960.0,,
1001284,Yousuf Raza,P00157142,M,46-50,50,0,Karachi,Southern,Banking,Footwear & Shoes,3,20960.0,,
1004269,Kanwal Aftab,P00345242,F,36-45,40,0,Multan,Central,Lawyer,Footwear & Shoes,1,20959.0,,
1001496,Laraib Abbas,P00067942,F,26-35,35,1,Bahawalpur,Central,Chemical,Footwear & Shoes,1,20955.0,,
1003007,Sana Sheikh,P00191942,F,36-45,45,0,Multan,Central,Banking,Stationery,4,20951.5,,
1004715,Ceeza Amir,P00217442,F,26-35,35,0,Multan,Central,Food Processing,Footwear & Shoes,3,20950.0,,
1000306,Zunaira Khan,P00303242,F,18-25,18,0,Quetta,Western,Aviation,Tupperware,3,20949.0,,
1000855,Saad Bin Zafar,P00240042,M,18-25,22,0,Multan,Central,Automobile,Footwear & Shoes,3,20948.0,,
1001183,Ushna Shah,P00084842,F,36-45,43,1,Multan,Central,Aviation,Footwear & Shoes,4,20945.0,,
1005954,Rukhsana Bibi,P00156242,F,46-50,48,1,Karachi,Southern,Automobile,Footwear & Shoes,2,20944.0,,
1005627,Wahab Riaz,P00123142,M,26-35,28,0,Multan,Central,IT Sector,Stationery,1,20943.0,,
1002165,Wafa Rasheed,P00260442,F,26-35,31,1,Multan,Central,IT Sector,Footwear & Shoes,1,20938.0,,
1004416,Minahil Malik,P00213742,F,18-25,23,0,Faisalabad,Central,Construction,Footwear & Shoes,2,20933.0,,
1000850,Anum Sarwar,P00319942,F,36-45,44,0,Faisalabad,Central,Lawyer,Footwear & Shoes,3,20932.0,,
1002888,Qurat Rasheed,P00255842,F,26-35,34,0,Hyderabad,Southern,Automobile,Tupperware,2,20930.0,,
1001891,Khadija Shah,P00192542,F,46-50,46,0,Faisalabad,Central,Chemical,Footwear & Shoes,1,20929.0,,
1001019,Nayab Khan,P00259142,F,36-45,43,1,Multan,Central,Govt,Footwear & Shoes,2,20928.0,,
1002306,Ubaid Rehman,P00084242,M,18-25,21,1,Gujranwala,Eastern,Textile,Footwear & Shoes,3,20925.0,,
1001179,Ali Raza,P00208742,M,51-55,54,0,Multan,Central,IT Sector,Footwear & Shoes,3,20920.0,,
1004957,Bushra Ansari,P00163442,F,26-35,34,1,Multan,Central,Healthcare,Footwear & Shoes,1,20914.0,,
1004079,Zara Noor,P00284742,F,36-45,44,1,Faisalabad,Central,Agriculture,Footwear & Shoes,2,20914.0,,
1002124,Vaneeza Ahmed,P00369042,F,26-35,29,0,Karachi,Southern,Retail,Footwear & Shoes,3,20912.0,,
1004335,Jannat Mirza,P00075542,F,36-45,38,0,Karachi,Southern,Healthcare,Footwear & Shoes,4,20912.0,,
1000280,Maheen Khan,P00216042,F,51-55,55,0,Multan,Central,Hospitality,Footwear & Shoes,2,20908.0,,
1003311,Esha Naz,P00142742,F,26-35,26,1,Karachi,Southern,Hospitality,Footwear & Shoes,1,20908.0,,
1004161,Qandeel Baloch,P00345642,F,46-50,46,0,Karachi,Southern,Retail,Footwear & Shoes,4,20906.0,,
1005265,Kinza Hashmi,P00296242,F,46-50,48,1,Multan,Central,Banking,Footwear & Shoes,1,,,
1004285,Aftab Alam,P00315842,M,36-45,38,0,Faisalabad,Central,Food Processing,Footwear & Shoes,3,20900.0,,
1005261,Sobia Nawaz,P00057942,F,36-45,41,1,Multan,Central,IT Sector,Footwear & Shoes,2,,,
1000445,Nashwa Riaz,P00114042,F,46-50,47,0,Multan,Central,Retail,Footwear & Shoes,1,20896.0,,
1003265,Rabia Yousaf,P00184942,F,26-35,35,0,Faisalabad,Central,Food Processing,Stationery,1,20883.0,,
1003396,Zainab Bibi,P00178242,F,26-35,31,1,Multan,Central,Textile,Footwear & Shoes,4,20875.0,,
1002380,Pakiza Iqbal,P00124642,F,26-35,26,1,Multan,Central,IT Sector,Footwear & Shoes,2,20874.0,,
1002059,Tehmina Durrani,P00114142,F,36-45,41,0,Karachi,Southern,IT Sector,Footwear & Shoes,1,20874.0,,
1001335,Amina Sheikh,P00108942,F,36-45,42,0,Multan,Central,IT Sector,Footwear & Shoes,1,20873.0,,
1004838,Ciara Khan,P00062842,F,46-50,49,0,Multan,Central,Lawyer,Footwear & Shoes,3,20870.0,,
1001015,Ayesha Khan,P00289942,F,36-45,44,0,Multan,Central,Chemical,Stationery,2,20867.0,,
1000549,Ambreen Sheikh,P00113542,F,26-35,31,0,Karachi,Southern,IT Sector,Footwear & Shoes,2,20865.0,,
1001954,Ibrahim Malik,P00294542,M,26-35,31,1,Gujranwala,Eastern,IT Sector,Footwear & Shoes,3,20863.0,,
1001912,Tuba Anwar,P00087442,F,26-35,27,0,Lahore,Eastern,Automobile,Tupperware,3,20860.0,,
1003918,Oneela Sarwar,P00334242,F,26-35,32,0,Karachi,Southern,Retail,Footwear & Shoes,3,20855.0,,
1001896,Riaz Hussain,P00117142,M,55+,66,0,Faisalabad,Central,Govt,Footwear & Shoes,2,20853.0,,
1002445,Kiran Ashraf,P00184042,F,26-35,28,0,Multan,Central,Aviation,Stationery,4,20852.0,,
1002279,Sundas Khan,P00368342,F,51-55,52,0,Karachi,Southern,Aviation,Footwear & Shoes,4,20850.0,,
1002898,Fizza Ali,P00309242,F,18-25,19,0,Bahawalpur,Central,Healthcare,Footwear & Shoes,4,20847.0,,
1004277,Dania Shah,P00315442,F,36-45,45,1,Multan,Central,Construction,Footwear & Shoes,2,20840.0,,
1003576,Asif Ali,P00101342,M,51-55,53,1,Quetta,Western,Aviation,Footwear & Shoes,4,20837.0,,
1003724,Noor Fatima,P00232442,F,36-45,36,0,Multan,Central,Aviation,Footwear & Shoes,2,20833.0,,
1003384,Urooj Fatima,P00033742,F,36-45,41,1,Multan,Central,Banking,Footwear & Shoes,4,20819.0,,
1003051,Ciara Khan,P00288342,F,18-25,22,0,Faisalabad,Central,Govt,Tupperware,1,20816.0,,
1003311,Esha Naz,P00228142,F,26-35,30,1,Karachi,Southern,Hospitality,Footwear & Shoes,3,20815.0,,
1004782,Zafar Iqbal,P00114942,M,46-50,46,1,Karachi,Southern,Hospitality,Footwear & Shoes,1,20815.0,,
1003998,Jannat Mirza,P00232242,F,46-50,47,0,Multan,Central,IT Sector,Footwear & Shoes,4,20812.0,,
1000284,Yusra Butt,P00034742,F,26-35,29,0,Karachi,Southern,Healthcare,Footwear & Shoes,2,20807.0,,
1000509,Sara Anwar,P00278042,F,26-35,28,0,Multan,Central,Banking,Footwear & Shoes,2,20805.45,,
1000838,Naeem Akhtar,P00363542,M,51-55,53,1,Gwadar,Western,Hospitality,Footwear & Shoes,4,20796.0,,
1000838,Naeem Akhtar,P00363542,M,51-55,53,1,Peshawar,Northern,Hospitality,Footwear & Shoes,2,20796.0,,
1002060,Naeem Akhtar,P00351042,M,0-17,15,0,Lahore,Eastern,Healthcare,Footwear & Shoes,4,20788.0,,
1000850,Ismail Sheikh,P00324342,M,36-45,40,1,Karachi,Southern,IT Sector,Footwear & Shoes,3,20783.0,,
1005522,Bakhtawar Bhutto,P00179742,F,26-35,35,1,Multan,Central,Automobile,Footwear & Shoes,1,20770.0,,
1005153,Tehmina Durrani,P00190242,F,26-35,33,1,Karachi,Southern,IT Sector,Footwear & Shoes,4,20767.0,,
1002122,Sundas Khan,P00161442,F,36-45,40,0,Karachi,Southern,Aviation,Footwear & Shoes,1,20767.0,,
1000984,Amna Riaz,P00248142,F,51-55,52,0,Bahawalpur,Central,IT Sector,Tupperware,2,20757.0,,
1005220,Ayesha Khan,P00209842,F,26-35,27,1,Multan,Central,Aviation,Footwear & Shoes,2,20752.0,,
1001202,Saima Butt,P00205442,F,36-45,45,0,Multan,Central,IT Sector,Footwear & Shoes,2,20752.0,,
1006014,Rida Isfahani,P00183142,F,46-50,48,0,Karachi,Southern,Aviation,Footwear & Shoes,4,20751.0,,
1005111,Urwa Hocane,P00177842,F,36-45,38,0,Faisalabad,Central,Media,Footwear & Shoes,4,20751.0,,
1004227,Areeba Siddiqui,P00059242,F,26-35,33,1,Karachi,Southern,IT Sector,Footwear & Shoes,3,20745.0,,
1001331,Ayesha Khan,P00248942,F,46-50,47,1,Faisalabad,Central,Banking,Footwear & Shoes,4,20745.0,,
1004937,Fatima Malik,P00112842,F,36-45,40,1,Faisalabad,Central,Media,Footwear & Shoes,2,20744.0,,
1005600,Ghazanfar Iqbal,P00085242,M,46-50,47,0,Rawalpindi,Northern,Automobile,Tupperware,1,20739.0,,
1000791,Talha Rashid,P00127842,M,36-45,44,1,Karachi,Southern,IT Sector,Footwear & Shoes,2,20739.0,,
1003888,Ujala Rana,P00242742,F,46-50,46,0,Bahawalpur,Central,Aviation,Footwear & Shoes,2,20729.0,,
1006016,Kiran Ashraf,P00183742,F,46-50,50,0,Multan,Central,Aviation,Footwear & Shoes,4,20714.0,,
1000604,Oneela Sarwar,P00304642,F,46-50,49,0,Karachi,Southern,Healthcare,Footwear & Shoes,4,20712.0,,
1000173,Sundas Khan,P00057642,F,26-35,29,1,Faisalabad,Central,Banking,Tupperware,1,20707.0,,
1004284,Samina Peerzada,P00032042,F,51-55,53,0,Karachi,Southern,Healthcare,Footwear & Shoes,1,20705.0,,
1002994,Fatima Malik,P00000142,F,36-45,42,0,Bahawalpur,Central,IT Sector,Footwear & Shoes,2,20691.0,,
1004016,Yasir Naeem,P00123842,M,51-55,51,1,Faisalabad,Central,Aviation,Furniture,3,20689.0,,
1005788,Minahil Malik,P00130642,F,26-35,26,1,Karachi,Southern,Banking,Footwear & Shoes,2,20688.0,,
1001184,Mohsin Raza,P00146342,M,26-35,30,0,Quetta,Western,Media,Footwear & Shoes,4,20678.0,,
1000053,Hoorain Ali,P00120442,F,26-35,33,1,Karachi,Southern,Aviation,Footwear & Shoes,4,20677.0,,
1002511,Nauman Ijaz,P00148642,M,26-35,34,0,Sukkur,Southern,Chemical,Furniture,1,20677.0,,
1004377,Imran Chaudhry,P00298942,M,26-35,26,0,Karachi,Southern,Retail,Footwear & Shoes,3,20676.0,,
1005481,Anum Sarwar,P00277642,F,46-50,46,0,Quetta,Western,Govt,Furniture,1,20673.0,,
1003940,Ambreen Sheikh,P00159442,F,36-45,36,1,Karachi,Southern,Automobile,Footwear & Shoes,1,20669.0,,
1000687,Junaid Baig,P00344542,M,26-35,26,0,Multan,Central,Chemical,Tupperware,4,20668.0,,
1000889,Marina Khan,P00021842,F,46-50,50,1,Multan,Central,Lawyer,Footwear & Shoes,1,20668.0,,
1000167,Rashid Latif,P00322142,M,26-35,32,0,Quetta,Western,Food Processing,Furniture,2,20666.0,,
1004972,Mehak Noor,P00249542,F,36-45,38,0,Karachi,Southern,Banking,Footwear & Shoes,3,20665.0,,
1003094,Rabia Yousaf,P00223642,F,36-45,41,1,Karachi,Southern,Retail,Footwear & Shoes,1,20664.0,,
1000157,Saima Butt,P00117842,F,36-45,43,0,Karachi,Southern,Automobile,Footwear & Shoes,3,20661.0,,
1001015,Shoaib Malik,P00109842,M,36-45,40,0,Multan,Central,Food Processing,Footwear & Shoes,3,20660.0,,
1003468,Uzma Tariq,P00059442,F,26-35,26,1,Multan,Central,IT Sector,Footwear & Shoes,2,20659.0,,
1002251,Yusra Butt,P00337442,F,36-45,36,1,Multan,Central,Media,Footwear & Shoes,1,20659.0,,
1005014,Maheen Khan,P00122442,F,46-50,50,0,Karachi,Southern,IT Sector,Tupperware,1,20659.0,,
1003085,Tehmina Durrani,P00267542,F,26-35,32,0,Multan,Central,IT Sector,Footwear & Shoes,4,20657.0,,
1004112,Fizza Ali,P00190242,F,46-50,47,1,Multan,Central,Hospitality,Footwear & Shoes,3,20654.0,,
1002592,Ayesha Khan,P00356842,F,51-55,51,0,Quetta,Western,Media,Tupperware,2,20644.0,,
1001298,Minahil Malik,P00349142,F,36-45,36,0,Faisalabad,Central,Construction,Footwear & Shoes,1,20642.0,,
1002537,Noman Shahid,P00359242,M,36-45,42,1,Faisalabad,Central,IT Sector,Footwear & Shoes,4,20641.0,,
1005538,Zoya Nasir,P00269542,F,46-50,49,1,Karachi,Southern,Banking,Footwear & Shoes,1,,,
1000971,Dania Shah,P00016542,F,26-35,32,1,Faisalabad,Central,Retail,Footwear & Shoes,1,20628.0,,
1001103,Sami Ullah,P00334242,M,46-50,48,0,Multan,Central,IT Sector,Tupperware,1,20627.0,,
1003081,Sara Anwar,P00218642,F,26-35,32,0,Sahiwal,Central,Food Processing,Furniture,1,20623.0,,
1002164,Junaid Khan,P00110942,M,36-45,41,0,Islamabad,Northern,Banking,Furniture,4,20622.0,,
1003635,Oneela Sarwar,P00273042,F,51-55,54,0,Multan,Central,Retail,Footwear & Shoes,4,20620.0,,
1001030,Hina Bayat,P00162442,F,26-35,33,0,Karachi,Southern,Chemical,Footwear & Shoes,4,20619.0,,
1001029,Nayab Khan,P00317842,F,26-35,30,0,Karachi,Southern,Lawyer,Footwear & Shoes,3,20615.0,,
1003311,Esha Naz,P00180442,F,26-35,29,0,Multan,Central,IT Sector,Footwear & Shoes,3,20608.0,,
1003416,Laiba Malik,P00100642,F,26-35,27,1,Sahiwal,Central,Media,Furniture,4,20608.0,,
1004573,Ghazanfar Iqbal,P00071442,M,51-55,51,1,Rawalpindi,Northern,Aviation,Furniture,4,20607.0,,
1004179,Kamran Aziz,P00100842,M,36-45,43,1,Karachi,Southern,Textile,Furniture,1,20607.0,,
1005661,Asad Farooq,P00148042,M,26-35,31,0,Quetta,Western,Healthcare,Tupperware,1,20606.0,,
1001736,Mansoor Ahmed,P00227942,M,55+,72,1,Faisalabad,Central,Textile,Footwear & Shoes,2,20603.0,,
1003401,Komal Aslam,P00120342,F,36-45,39,0,Quetta,Western,IT Sector,Footwear & Shoes,2,20602.0,,
1001835,Fabiha Sherazi,P00180642,F,26-35,31,0,Karachi,Southern,Aviation,Footwear & Shoes,4,20600.0,,
1002899,Rashid Latif,P00193642,M,36-45,42,1,Karachi,Southern,Automobile,Footwear & Shoes,1,20600.0,,
1002860,Vardah Sheikh,P00033942,F,36-45,40,0,Multan,Central,IT Sector,Footwear & Shoes,1,20598.0,,
1004362,Sara Anwar,P00015742,F,26-35,26,1,Karachi,Southern,Chemical,Footwear & Shoes,3,20598.0,,
1001147,Gulshan Ara,P00296642,F,26-35,27,0,Sukkur,Southern,IT Sector,Tupperware,3,20598.0,,
1004953,Iqra Mehmood,P00015542,F,36-45,39,0,Sukkur,Southern,Healthcare,Furniture,3,20595.99,,
1005884,Nashwa Riaz,P00112542,F,18-25,25,1,Sukkur,Southern,Banking,Furniture,2,20594.0,,
1002765,Bushra Ansari,P00127942,F,51-55,55,0,Bahawalpur,Central,Aviation,Footwear & Shoes,2,20589.0,,
1005140,Ayesha Khan,P00157642,F,26-35,29,0,Multan,Central,Healthcare,Footwear & Shoes,1,20588.0,,
1004161,Qandeel Baloch,P00265242,F,46-50,50,1,Faisalabad,Central,Banking,Furniture,1,20588.0,,
1003697,Tuba Anwar,P00250342,F,26-35,30,0,Multan,Central,Banking,Footwear & Shoes,4,20586.0,,
1002041,Luqman Sheikh,P00115142,M,26-35,31,1,Bahawalpur,Central,Banking,Furniture,3,20586.0,,
1003726,Hina Bayat,P00274042,F,26-35,34,1,Karachi,Southern,Lawyer,Footwear & Shoes,2,20581.0,,
1001803,Samina Peerzada,P00249642,F,26-35,33,1,Quetta,Western,Chemical,Footwear & Shoes,2,20579.0,,
1005814,Yasin Malik,P00113442,M,26-35,30,1,Karachi,Southern,IT Sector,Furniture,4,20573.0,,
1004901,Gulshan Ara,P00120242,F,26-35,29,0,Multan,Central,Banking,Footwear & Shoes,4,20572.0,,
1003958,Amber Malik,P0096942,F,46-50,49,0,Karachi,Southern,Healthcare,Footwear & Shoes,3,20570.0,,
1003563,Bakhtawar Bhutto,P00249842,F,26-35,34,0,Sukkur,Southern,Healthcare,Furniture,4,20570.0,,
1002793,Warda Naeem,P00207742,F,36-45,42,1,Quetta,Western,Govt,Tupperware,3,20569.0,,
1003283,Ali Raza,P00233542,M,36-45,38,1,Multan,Central,Textile,Footwear & Shoes,3,20566.0,,
1001941,Salman Yousaf,P00184942,M,36-45,26,1,Multan,Central,Chemical,Footwear & Shoes,4,20559.0,,
1004279,Kinza Hashmi,P00032142,F,26-35,28,1,Faisalabad,Central,Banking,Furniture,1,20558.0,,
1001181,Tuba Anwar,P00278642,F,36-45,40,1,Multan,Central,Media,Footwear & Shoes,1,20553.0,,
1003211,Shan Masood,P00211242,M,51-55,54,0,Gwadar,Western,Construction,Furniture,4,20550.0,,
1000216,Erica Malik,P00323042,F,46-50,47,1,Multan,Central,Aviation,Footwear & Shoes,2,20549.0,,
1003618,Saad Bin Zafar,P00233442,M,18-25,19,0,Lahore,Eastern,Aviation,Footwear & Shoes,2,20548.0,,
1004354,Parisa Khan,P00153142,F,36-45,41,0,Multan,Central,Govt,Footwear & Shoes,3,20547.0,,
1000793,Rafay Anwar,P00068042,M,36-45,41,0,Karachi,Southern,Healthcare,Furniture,1,20546.0,,
1003690,Zoya Nasir,P0099242,F,18-25,24,0,Faisalabad,Central,Healthcare,Footwear & Shoes,4,20544.0,,
1004122,Dania Shah,P00118142,F,18-25,23,0,Sukkur,Southern,Hospitality,Furniture,1,20543.0,,
1003503,Rimsha Ali,P00344842,F,18-25,25,0,Bahawalpur,Central,Govt,Furniture,3,20540.0,,
1002852,Sahar Yousaf,P00123142,F,26-35,29,0,Multan,Central,Media,Footwear & Shoes,2,20537.0,,
1001004,Ibrahim Malik,P00036342,M,26-35,34,0,Multan,Central,Retail,Footwear & Shoes,1,20536.0,,
1000390,Shakeel Ansari,P00319042,M,26-35,29,0,Rawalpindi,Northern,Automobile,Footwear & Shoes,4,20536.0,,
1003099,Eman Suleman,P00127542,F,26-35,26,0,Karachi,Southern,Aviation,Footwear & Shoes,2,20536.0,,
1002201,Marina Khan,P00127642,F,55+,83,1,Bahawalpur,Central,Govt,Furniture,1,20533.0,,
1002271,Anmol Baloch,P00193542,F,51-55,55,0,Gwadar,Western,Aviation,Tupperware,1,20529.0,,
1004327,Mehak Noor,P00153842,F,36-45,37,1,Karachi,Southern,IT Sector,Footwear & Shoes,4,20525.0,,
1001835,Fabiha Sherazi,P00304942,F,26-35,34,1,Multan,Central,Chemical,Footwear & Shoes,4,20516.0,,
